序號,券商,價格,買進股數,賣出股數
2616,962P富邦頭份,635.00,0,1000 
2617,962Q富邦北高,629.00,2,0
2618,962Q富邦北高,630.00,138,1000 
2619,962Q富邦北高,631.00,1170,1302
2620,962Q富邦北高,632.00,12,3003 
2621,962Q富邦北高,633.00,0,1442
2622,962R富邦園區,629.00,100,0 
2623,962R富邦園區,630.00,400,440
2624,962R富邦園區,631.00,60,0 
2625,962R富邦園區,632.00,0,251
2626,962R富邦園區,633.00,3,23 
2627,9634富邦羅東,628.00,1000,0
2628,9634富邦羅東,629.00,100,0 
2629,9634富邦羅東,630.00,200,1
2630,9634富邦羅東,631.00,4030,2251 
2631,9634富邦羅東,632.00,1100,8250
2632,9634富邦羅東,633.00,0,50 
2633,9634富邦羅東,635.00,1000,1000
2634,9636富邦中壢,629.00,150,0 
2635,9636富邦中壢,630.00,563,188
2636,9636富邦中壢,631.00,10155,10441 
2637,9636富邦中壢,632.00,23345,2192
2638,9636富邦中壢,633.00,98,20 
2639,9636富邦中壢,635.00,0,1000
2640,963A富邦八德,629.00,1000,1100 
2641,963A富邦八德,630.00,150,3140
2642,963A富邦八德,631.00,2190,80 
2643,963A富邦八德,632.00,0,250
2644,963A富邦八德,633.00,2000,2000 
2645,963A富邦八德,635.00,0,1000
2646,963L富邦豐原,629.00,0,30 
2647,963L富邦豐原,630.00,5,0
2648,963L富邦豐原,631.00,5,0 
2649,963L富邦豐原,632.00,100,3000
2650,963L富邦豐原,633.00,0,300 
2651,963L富邦豐原,635.00,0,2000
2652,9647富邦新竹,628.00,3000,0 
2653,9647富邦新竹,629.00,10331,5000
2654,9647富邦新竹,630.00,5213,1405 
2655,9647富邦新竹,631.00,11697,4415
2656,9647富邦新竹,632.00,2614,2715 
2657,9647富邦新竹,633.00,9,4127
2658,9647富邦新竹,635.00,1000,10000 
2659,9654富邦永和,628.00,2000,0
2660,9654富邦永和,629.00,5010,1000 
2661,9654富邦永和,630.00,1623,4440
2662,9654富邦永和,631.00,3243,1210 
2663,9654富邦永和,632.00,710,2415
2664,9654富邦永和,633.00,600,6200 
2665,9654富邦永和,635.00,1000,1000
2666,9655富邦板橋,629.00,3180,0 
2667,9655富邦板橋,630.00,199,172
2668,9655富邦板橋,631.00,368,2068 
2669,9655富邦板橋,632.00,475,3453
2670,9655富邦板橋,633.00,1102,1000 
2671,9657富邦苗栗,631.00,0,12
2672,9657富邦苗栗,632.00,0,102 
2673,9658富邦建國,628.00,1000,5000
2674,9658富邦建國,629.00,5148,200 
2675,9658富邦建國,630.00,331,1060
2676,9658富邦建國,631.00,2244,2219 
2677,9658富邦建國,632.00,213,4322
2678,9658富邦建國,633.00,0,14 
2679,9658富邦建國,635.00,0,105000
2680,9659富邦高雄,628.00,1000,0 
2681,9659富邦高雄,629.00,1080,0
2682,9659富邦高雄,630.00,1420,30 
2683,9659富邦高雄,631.00,120,190
2684,9659富邦高雄,632.00,4100,1987 
2685,9659富邦高雄,633.00,220,64000
2686,9659富邦高雄,635.00,0,1000 
2687,965K富邦台中,630.00,236,1015
2688,965K富邦台中,631.00,2520,3133 
2689,965K富邦台中,632.00,0,1212
2690,965K富邦台中,633.00,0,2211 
2691,965K富邦台中,635.00,0,3000
2692,965U富邦彰化,629.00,203,0 
2693,965U富邦彰化,630.00,20,1000
2694,965U富邦彰化,631.00,1500,1000 
2695,965U富邦彰化,632.00,38,112
2696,965U富邦彰化,633.00,0,21 
2697,9661富邦新店,628.00,2000,0
2698,9661富邦新店,629.00,610,2000 
2699,9661富邦新店,630.00,559,3071
2700,9661富邦新店,631.00,8101,5519 
2701,9661富邦新店,632.00,11142,7229
2702,9661富邦新店,633.00,50,3024 
2703,9661富邦新店,635.00,1000,1000
2704,9663富邦敦南,628.00,1000,0 
2705,9663富邦敦南,629.00,3000,201
2706,9663富邦敦南,630.00,10,94 
2707,9663富邦敦南,631.00,1000,2502
2708,9663富邦敦南,632.00,55,1366 
2709,9663富邦敦南,633.00,0,1047
2710,9663富邦敦南,635.00,0,4000 
2711,9665富邦桃園,629.00,50,0
2712,9665富邦桃園,630.00,1189,190 
2713,9665富邦桃園,631.00,4618,1366
2714,9665富邦桃園,632.00,755,3126 
2715,9665富邦桃園,633.00,228,2030
2716,9665富邦桃園,635.00,0,1000 
2717,9666富邦南屯,629.00,400,3000
2718,9666富邦南屯,630.00,1400,1 
2719,9666富邦南屯,631.00,0,1246
2720,9666富邦南屯,632.00,8110,3110 
2721,9667富邦台南,628.00,1000,2000
2722,9667富邦台南,629.00,3024,0 
2723,9667富邦台南,630.00,2770,7300
2724,9667富邦台南,631.00,510,1020 
2725,9667富邦台南,632.00,2491,9390
2726,9667富邦台南,633.00,200,505 
2727,9667富邦台南,635.00,0,11000
2728,966F富邦左營,630.00,14,5 
2729,966F富邦左營,631.00,52,20620
2730,966F富邦左營,632.00,1001,150 
2731,966F富邦左營,633.00,4,0
2732,9672富邦員林,629.00,115,0 
2733,9672富邦員林,630.00,47,231
2734,9672富邦員林,631.00,110,230 
2735,9672富邦員林,632.00,50,11
2736,9672富邦員林,633.00,30,0 
2737,9676富邦仁愛,629.00,1011,2000
2738,9676富邦仁愛,630.00,3377,1466 
2739,9676富邦仁愛,631.00,5713,2472
2740,9676富邦仁愛,632.00,19921,6301 
2741,9676富邦仁愛,633.00,200,1200
2742,9676富邦仁愛,635.00,0,12000 
2743,9677富邦三重,630.00,1050,55
2744,9677富邦三重,631.00,1061,30 
2745,9677富邦三重,632.00,3026,5100
2746,9677富邦三重,633.00,2000,686 
2747,9686富邦宜蘭,628.00,0,1000
2748,9686富邦宜蘭,629.00,1000,0 
2749,9686富邦宜蘭,630.00,35,2200
2750,9686富邦宜蘭,631.00,3000,520 
2751,9686富邦宜蘭,632.00,0,2240
2752,9686富邦宜蘭,633.00,1000,1000 
2753,9686富邦宜蘭,635.00,0,7000
2754,9692富邦嘉義,628.00,2000,0 
2755,9692富邦嘉義,629.00,70,0
2756,9692富邦嘉義,630.00,5,27 
2757,9692富邦嘉義,631.00,6000,189
2758,9692富邦嘉義,632.00,13111,2517 
2759,9692富邦嘉義,633.00,5,172
2760,9692富邦嘉義,635.00,0,1000 
2761,9693富邦新營,629.00,4000,0
2762,9693富邦新營,630.00,1000,0 
2763,9693富邦新營,631.00,1020,0
2764,9693富邦新營,632.00,210,0 
2765,9693富邦新營,633.00,0,200
2766,9693富邦新營,635.00,1000,1000 
2767,9697富邦虎尾,629.00,25,0
2768,9697富邦虎尾,630.00,50,0 
2769,9697富邦虎尾,631.00,1000,0
2770,9697富邦虎尾,632.00,1000,227 
2771,9697富邦虎尾,635.00,0,1000
2772,969C富邦北港,629.00,5,0 
2773,969C富邦北港,630.00,14,0
2774,969C富邦北港,631.00,2000,0 
2775,969C富邦北港,632.00,1100,0
2776,969C富邦北港,633.00,100,0 
2777,9800元大,628.00,4000,0
2778,9800元大,629.00,80061,1000 
2779,9800元大,630.00,132325,12103
2780,9800元大,631.00,179523,246005 
2781,9800元大,632.00,214039,91154
2782,9800元大,633.00,14050,21000 
2783,9800元大,635.00,0,9000
2784,9801元大城東,628.00,3000,0 
2785,9801元大城東,629.00,2360,0
2786,9801元大城東,630.00,1010,23 
2787,9801元大城東,631.00,1300,109
2788,9801元大城東,632.00,0,300 
2789,9801元大城東,633.00,0,1004
2790,980a元大承德,630.00,360,350 
2791,980a元大承德,631.00,95,350
2792,980a元大承德,632.00,53,1018 
2793,980a元大承德,633.00,0,56
2794,980a元大承德,635.00,0,1000 
2795,980C元大斗六,630.00,120,1080
2796,980C元大斗六,631.00,1309,20 
2797,980C元大斗六,632.00,1350,2105
2798,980C元大斗六,633.00,0,1005 
2799,980C元大斗六,635.00,0,1000
2800,980d元大沙鹿,629.00,120,0 
2801,980d元大沙鹿,630.00,857,370
2802,980d元大沙鹿,631.00,182,1100 
2803,980d元大沙鹿,632.00,56,2117
2804,980D元大北府,629.00,1000,3 
2805,980D元大北府,630.00,1029,1256
2806,980D元大北府,631.00,4,65 
2807,980D元大北府,632.00,0,2050
2808,980D元大北府,633.00,612,75 
2809,980D元大北府,635.00,0,2000
2810,980e元大清水,630.00,201,100 
2811,980e元大清水,631.00,170,0
2812,980e元大清水,632.00,115,1088 
2813,980e元大清水,633.00,0,533
2814,980e元大清水,635.00,0,1000 
2815,980h元大台北,630.00,1100,110
2816,980h元大台北,631.00,150,0 
2817,980h元大台北,632.00,2000,0
2818,980h元大台北,633.00,98350,0 
2819,980h元大台北,635.00,0,3000
2820,980K元大竹科,629.00,714,21103 
2821,980K元大竹科,630.00,4074,9026
2822,980K元大竹科,631.00,1591,34162 
2823,980K元大竹科,632.00,11406,5200
2824,980K元大竹科,633.00,1400,1000 
2825,980K元大竹科,635.00,0,1000
2826,980l元大虎尾,629.00,100,0 
2827,980l元大虎尾,630.00,207,30
2828,980l元大虎尾,631.00,18,5000 
2829,980l元大虎尾,632.00,251,5280
2830,980l元大虎尾,633.00,3,132 
2831,980Q元大南崁,630.00,50,10
2832,980Q元大南崁,631.00,400,160 
2833,980Q元大南崁,632.00,1035,119
2834,980R元大南海,629.00,215,0 
2835,980R元大南海,630.00,50,81
2836,980R元大南海,631.00,5000,103 
2837,980R元大南海,632.00,0,65
2838,980R元大南海,633.00,0,1029 
2839,980u元大府城,630.00,20,32
2840,980u元大府城,631.00,1124,6000 
2841,980u元大府城,632.00,2070,3120
2842,980u元大府城,633.00,0,10025 
2843,980u元大府城,635.00,0,20000
2844,980w元大西屯,628.00,10000,0 
2845,980w元大西屯,630.00,210,100
2846,980w元大西屯,631.00,23,100 
2847,980w元大西屯,632.00,2010,1030
2848,9812元大台中,629.00,0,84 
2849,9812元大台中,630.00,142,566
2850,9812元大台中,631.00,73,75 
2851,9812元大台中,632.00,1054,250
2852,9812元大台中,633.00,170,1000 
2853,9812元大台中,635.00,1000,0
2854,9813元大八德,628.00,1000,0 
2855,9813元大八德,629.00,1050,0
2856,9813元大八德,630.00,1100,31 
2857,9813元大八德,631.00,0,1260
2858,9813元大八德,632.00,10,3071 
2859,9813元大八德,633.00,11,0
2860,9813元大八德,635.00,0,1000 
2861,9814元大大益,629.00,45,101
2862,9814元大大益,630.00,5000,180 
2863,9814元大大益,631.00,65,0
2864,9814元大大益,632.00,1100,5180 
2865,9814元大大益,633.00,6,3002
2866,9815元大大灣,629.00,2102,0 
2867,9815元大大灣,630.00,143,5
2868,9815元大大灣,631.00,23,1152 
2869,9815元大大灣,632.00,50,1504
2870,9815元大大灣,633.00,10,0 
2871,9816元大新竹,629.00,60,1000
2872,9816元大新竹,630.00,60,210 
2873,9816元大新竹,631.00,2084,62
2874,9816元大新竹,632.00,4000,20 
2875,9816元大新竹,633.00,0,1035
2876,9817元大東泰,628.00,2000,0 
2877,9817元大東泰,629.00,0,1005
2878,9817元大東泰,630.00,372,338 
2879,9817元大東泰,631.00,137,3001
2880,9817元大東泰,632.00,3000,4051 
2881,9817元大東泰,633.00,0,1048
2882,9817元大東泰,635.00,0,5000 
2883,981a元大歸仁,630.00,400,209
2884,981a元大歸仁,631.00,10,1002 
2885,981a元大歸仁,632.00,365,2100
2886,981a元大歸仁,633.00,20,20 
2887,981A元大鶯歌,630.00,3,0
2888,981A元大鶯歌,631.00,0,200 
2889,981A元大鶯歌,633.00,50,0
2890,981B元大竹北,629.00,2060,0 
2891,981B元大竹北,630.00,90,8
2892,981B元大竹北,631.00,3003,1110 
2893,981B元大竹北,632.00,1610,1761
2894,981B元大竹北,633.00,520,1001 
2895,981B元大竹北,635.00,0,2000
2896,981C元大路竹,630.00,0,1 
2897,981C元大路竹,631.00,0,22
2898,981C元大路竹,632.00,0,40 
2899,981D元大南投,629.00,80,0
2900,981D元大南投,630.00,285,10 
2901,981D元大南投,631.00,63,2005
2902,981D元大南投,632.00,1018,20 
2903,981e元大佳里,628.00,1000,0
2904,981e元大佳里,629.00,1002,0 
2905,981e元大佳里,631.00,40,130
2906,981e元大佳里,632.00,0,1017 
2907,981e元大佳里,633.00,19,1000
2908,981E元大發財,628.00,1000,0 
2909,981E元大發財,629.00,1002,0
2910,981E元大發財,631.00,0,1000 
2911,981E元大發財,632.00,1000,0
2912,981E元大發財,633.00,35,1000 
2913,981F元大福營,629.00,0,80
2914,981F元大福營,630.00,132,140 
2915,981F元大福營,631.00,1050,2002
2916,981F元大福營,632.00,150,1200 
2917,981g元大大里,629.00,1,0
2918,981g元大大里,630.00,26,1017 
2919,981g元大大里,631.00,251,1
2920,981g元大大里,632.00,2303,1403 
2921,981g元大大里,633.00,0,240
2922,981g元大大里,635.00,0,1000 
2923,981G元大彰化,628.00,1000,1000
2924,981G元大彰化,629.00,10,0 
2925,981G元大彰化,630.00,2300,3395
2926,981G元大彰化,631.00,19,3045 
2927,981G元大彰化,632.00,15089,10
2928,981G元大彰化,633.00,1000,0 
2929,981h元大屏生,629.00,1020,0
2930,981h元大屏生,630.00,53,0 
2931,981h元大屏生,631.00,61,50
2932,981h元大屏生,632.00,1000,2100 
2933,981h元大屏生,633.00,40,1000
2934,981i元大西螺,630.00,100,70 
2935,981i元大西螺,632.00,100,1076
2936,981i元大西螺,633.00,0,218 
2937,981I元大天母,629.00,2118,0
2938,981I元大天母,630.00,268,0 
2939,981I元大天母,631.00,1001,1080
2940,981I元大天母,632.00,3060,3364 
2941,981I元大天母,633.00,1000,50
2942,981I元大天母,635.00,0,3000 
2943,981j元大士林,629.00,50,0
2944,981j元大士林,630.00,15,1029 
2945,981j元大士林,631.00,2100,2260
2946,981j元大士林,632.00,10,1573 
2947,981j元大士林,633.00,0,1000
2948,981j元大士林,635.00,0,3000 
2949,981K元大林園,630.00,0,175
2950,981K元大林園,631.00,1000,1100 
2951,981K元大林園,632.00,500,2
2952,981L元大莒光,629.00,1000,0 
2953,981L元大莒光,630.00,1561,6
2954,981L元大莒光,631.00,132,1055 
2955,981L元大莒光,632.00,1379,1502
2956,981L元大莒光,633.00,120,0 
2957,981m元大前金,629.00,189,0
2958,981m元大前金,630.00,3573,423 
2959,981m元大前金,631.00,2460,2016
2960,981m元大前金,632.00,1023,3548 
2961,981m元大前金,633.00,0,2123
2962,981m元大前金,635.00,0,2000 
2963,981M元大苗栗,629.00,50,0
2964,981M元大苗栗,630.00,150,50 
2965,981M元大苗栗,631.00,50,0
2966,981M元大苗栗,632.00,240,8 
2967,981n元大旗山,629.00,11,0
2968,981n元大旗山,630.00,1116,500 
2969,981n元大旗山,631.00,1003,32
2970,981n元大旗山,632.00,1,1037 
2971,981n元大旗山,633.00,0,1000
2972,981n元大旗山,635.00,1000,2000 
2973,981N元大金門,630.00,115,0
2974,981N元大金門,631.00,4,0 
2975,981N元大金門,632.00,1005,85
2976,981N元大金門,633.00,10,0 
2977,981N元大金門,635.00,0,1000
2978,981p元大松山,629.00,300,1000 
2979,981p元大松山,630.00,217,50
2980,981p元大松山,631.00,0,325 
2981,981p元大松山,632.00,287,30
2982,981q元大萬華,629.00,1000,0 
2983,981q元大萬華,630.00,100,60
2984,981q元大萬華,632.00,10,0 
2985,981q元大萬華,633.00,0,1000
2986,981q元大萬華,635.00,0,1000 
2987,981Q元大太平,629.00,20,0
2988,981Q元大太平,630.00,42,0 
2989,981Q元大太平,631.00,32,50
2990,981Q元大太平,632.00,0,356 
2991,981Q元大太平,633.00,1000,1000
2992,981r元大屏南,629.00,2060,0 
2993,981r元大屏南,630.00,6270,2030
2994,981r元大屏南,631.00,5075,502 
2995,981r元大屏南,632.00,2001,1325
2996,981r元大屏南,633.00,100,420 
2997,981R元大竹山,629.00,0,1000
2998,981R元大竹山,630.00,15,0 
2999,981R元大竹山,631.00,0,250
3000,981R元大竹山,632.00,1000,200 
3001,981R元大竹山,633.00,0,1001
3002,981R元大竹山,635.00,0,2000 
3003,981S元大崇德,629.00,20,0
3004,981S元大崇德,630.00,1055,0 
3005,981S元大崇德,631.00,1020,5
3006,981S元大崇德,632.00,1100,2180 
3007,981U元大華山,629.00,100,0
3008,981U元大華山,630.00,100,5000 
3009,981U元大華山,631.00,0,20
3010,981U元大華山,632.00,30,1000 
3011,981U元大華山,633.00,0,2000
3012,981U元大華山,635.00,0,11000 
3013,981V元大民雄,629.00,51,0
3014,981V元大民雄,630.00,0,50 
3015,981V元大民雄,631.00,30,100
3016,981V元大民雄,632.00,1150,1130 
3017,981V元大民雄,633.00,0,2000
3018,981V元大民雄,635.00,0,1000 
3019,981X元大新生,631.00,1000,200
3020,981X元大新生,632.00,30,1000 
3021,981X元大新生,633.00,0,100
3022,981y元大善化,629.00,23,0 
3023,981y元大善化,630.00,3128,1434
3024,981y元大善化,631.00,2007,93 
3025,981y元大善化,632.00,1121,211
3026,981z元大大統,629.00,30,0 
3027,981z元大大統,630.00,200,1000
3028,981z元大大統,631.00,100,1148 
3029,981z元大大統,632.00,200,2100
3030,981z元大大統,633.00,200,0 
3031,981z元大大統,635.00,0,1000
3032,981Z元大潮州,629.00,1,0 
3033,981Z元大潮州,630.00,203,0
3034,981Z元大潮州,631.00,3000,0 
3035,981Z元大潮州,632.00,1005,407
3036,981Z元大潮州,633.00,0,1000 
3037,981Z元大潮州,635.00,0,1000
3038,9822元大學府,629.00,5,50 
3039,9822元大學府,630.00,35,432
3040,9822元大學府,631.00,160,3052 
3041,9822元大學府,632.00,1000,665
3042,9824元大向上,630.00,1108,160 
3043,9824元大向上,631.00,4,0
3044,9824元大向上,632.00,1000,0 
3045,9824元大向上,633.00,0,20
3046,9825元大新營,630.00,30,250 
3047,9825元大新營,631.00,5,181
3048,9825元大新營,632.00,110,0 
3049,9825元大新營,633.00,130,2000
3050,9825元大新營,635.00,0,2000 
3051,9829元大永康,629.00,2,0
3052,9829元大永康,630.00,125,351 
3053,9829元大永康,631.00,50,30
3054,9829元大永康,632.00,1000,1015 
3055,9829元大永康,633.00,200,1006
3056,9829元大永康,635.00,0,2000 
3057,982A元大羅東,629.00,1010,0
3058,982A元大羅東,630.00,250,803 
3059,982A元大羅東,631.00,280,1205
3060,982A元大羅東,632.00,100,1111 
3061,982B元大博愛,629.00,3146,831
3062,982B元大博愛,630.00,610,1706 
3063,982B元大博愛,631.00,3065,1554
3064,982B元大博愛,632.00,2010,12480 
3065,982B元大博愛,633.00,0,1101
3066,982B元大博愛,635.00,0,7000 
3067,982C元大六合,629.00,10,0
3068,982C元大六合,630.00,111,46 
3069,982C元大六合,631.00,1100,5
3070,982C元大六合,632.00,0,1122 
3071,982F元大忠鼎,631.00,1000,0
3072,982F元大忠鼎,632.00,2000,0 
3073,982F元大忠鼎,633.00,1000,1000
3074,982F元大忠鼎,635.00,13000,10000 
3075,9831元大四維,629.00,3600,0
3076,9831元大四維,630.00,2931,6237 
3077,9831元大四維,631.00,1133,3130
3078,9831元大四維,632.00,1261,650 
3079,9831元大四維,633.00,150,2000
3080,9831元大四維,635.00,0,1000 
3081,9833元大敦化,628.00,1000,0
3082,9833元大敦化,629.00,50,0 
3083,9833元大敦化,630.00,300,1235
3084,9833元大敦化,632.00,50,1330 
3085,9833元大敦化,633.00,0,29
3086,9834元大中壢,629.00,15,150 
3087,9834元大中壢,630.00,1491,6186
3088,9834元大中壢,631.00,2025,14 
3089,9834元大中壢,632.00,270,5646
3090,9834元大中壢,633.00,1180,1000 
3091,9834元大中壢,635.00,0,4000
3092,9835元大中山,630.00,322,15 
3093,9835元大中山,631.00,1018,1085
3094,9835元大中山,632.00,1000,325 
3095,9835元大中山,633.00,300,0
3096,9835元大中山,635.00,0,5000 
3097,9837元大北港,628.00,2000,0
3098,9837元大北港,629.00,1000,0 
3099,9837元大北港,630.00,0,5
3100,9837元大北港,631.00,0,1250 
3101,9837元大北港,632.00,40,1000
3102,9837元大北港,633.00,2000,4000 
3103,9837元大北港,635.00,0,1000
3104,9838元大豐原,628.00,1000,0 
3105,9838元大豐原,629.00,2005,50
3106,9838元大豐原,630.00,2412,4568 
3107,9838元大豐原,631.00,4000,2130
3108,9838元大豐原,632.00,1063,4046 
3109,9838元大豐原,633.00,400,2010
3110,9838元大豐原,635.00,0,5000 
3111,983B元大林森,630.00,50,100
3112,983B元大林森,631.00,1,312 
3113,983B元大林森,632.00,10,270
3114,983B元大林森,633.00,6000,20 
3115,983B元大林森,635.00,0,1000
3116,983f元大竹東,629.00,1000,0 
3117,983f元大竹東,630.00,5,2
3118,983f元大竹東,631.00,0,57 
3119,983f元大竹東,632.00,0,2010
3120,983f元大竹東,633.00,500,0 
3121,983G元大上新,629.00,27,1000
3122,983G元大上新,630.00,5069,2000 
3123,983G元大上新,631.00,1000,130
3124,983G元大上新,632.00,3,150 
3125,983G元大上新,633.00,0,162
3126,983G元大上新,635.00,0,1000 
3127,983i元大大雅,629.00,1000,1000
3128,983i元大大雅,630.00,2230,235 
3129,983i元大大雅,631.00,50,1213
3130,983i元大大雅,632.00,2110,1703 
3131,983i元大大雅,633.00,1000,0
3132,983i元大大雅,635.00,0,2000 
3133,983j元大仁愛,628.00,1000,0
3134,983j元大仁愛,629.00,1200,12 
3135,983j元大仁愛,630.00,100,0
3136,983j元大仁愛,631.00,3055,712 
3137,983j元大仁愛,632.00,10,3135
3138,983j元大仁愛,633.00,100,2000 
3139,983K元大學甲,631.00,0,10
3140,983K元大學甲,632.00,1050,24 
3141,983M元大木柵,629.00,21,0
3142,983M元大木柵,630.00,1,20 
3143,983M元大木柵,632.00,0,102
3144,983M元大木柵,633.00,30,1000 
3145,983M元大木柵,635.00,1000,0
3146,983N元大大安,629.00,30,3 
3147,983N元大大安,630.00,0,125
3148,983N元大大安,631.00,4,2000 
3149,983N元大大安,632.00,0,1002
3150,983N元大大安,635.00,0,1000 
3151,983U元大頭份,629.00,70,0
3152,983U元大頭份,630.00,105,200 
3153,983U元大頭份,631.00,110,600
3154,983U元大頭份,632.00,3040,73 
3155,983U元大頭份,633.00,81,57
3156,983V元大竹南,630.00,200,0 
3157,983V元大竹南,631.00,500,1000
3158,983V元大竹南,632.00,1000,50 
3159,983W元大德芳,628.00,1000,0
3160,983W元大德芳,629.00,1000,0 
3161,983W元大德芳,630.00,200,114
3162,983W元大德芳,631.00,120,7 
3163,983W元大德芳,632.00,2130,1215
3164,983W元大德芳,633.00,0,1000 
3165,983W元大德芳,635.00,0,2000
3166,983Z元大鳳山,629.00,3,0 
3167,983Z元大鳳山,630.00,40,100
3168,983Z元大鳳山,631.00,2035,200 
3169,983Z元大鳳山,632.00,1005,2730
3170,983Z元大鳳山,635.00,0,1000 
3171,984C元大新中,628.00,0,1000
3172,984C元大新中,629.00,0,210 
3173,984C元大新中,630.00,7,1114
3174,984C元大新中,631.00,7,370 
3175,984C元大新中,632.00,15,2000
3176,984E元大南勢,630.00,403,40 
3177,984E元大南勢,631.00,0,350
3178,984E元大南勢,632.00,0,51 
3179,984E元大南勢,633.00,10,0
3180,984H元大景美,629.00,143,0 
3181,984H元大景美,630.00,1002,10
3182,984H元大景美,631.00,20,0 
3183,984H元大景美,632.00,1130,304
3184,984H元大景美,633.00,40,0 
3185,984H元大景美,635.00,0,2000
3186,984K元大館前,628.00,1000,0 
3187,984K元大館前,629.00,102,1
3188,984K元大館前,630.00,1080,153 
3189,984K元大館前,631.00,400,2002
3190,984K元大館前,632.00,1109,3181 
3191,984K元大館前,633.00,3,15013
3192,984K元大館前,635.00,0,21000 
3193,9852元大永春,628.00,1000,0
3194,9852元大永春,629.00,5021,0 
3195,9852元大永春,630.00,105,500
3196,9852元大永春,631.00,130,1485 
3197,9852元大永春,632.00,4768,6250
3198,9852元大永春,633.00,100,3000 
3199,9852元大永春,635.00,0,3000
3200,9853元大南屯,629.00,53,0 
3201,9853元大南屯,630.00,325,102
3202,9853元大南屯,631.00,30,2108 
3203,9853元大南屯,632.00,1051,484
3204,9853元大南屯,633.00,70,0 
3205,9854元大興安,628.00,1000,0
3206,9854元大興安,630.00,11,40 
3207,9854元大興安,631.00,0,60
3208,9854元大興安,632.00,1054,1105 
3209,9854元大興安,633.00,1150,0
3210,9854元大興安,635.00,0,2000 
3211,9856元大花蓮,629.00,4,0
3212,9856元大花蓮,630.00,130,1130 
3213,9856元大花蓮,631.00,150,80
3214,9856元大花蓮,632.00,1050,1401 
3215,9856元大花蓮,633.00,3000,0
3216,9856元大花蓮,635.00,0,1000 
3217,9857元大蘆洲,629.00,505,0
3218,9857元大蘆洲,630.00,2335,2278 
3219,9857元大蘆洲,631.00,200,330
3220,9857元大蘆洲,632.00,1015,4085 
3221,9857元大蘆洲,633.00,0,43
3222,9857元大蘆洲,635.00,0,1000 
3223,9858元大龍潭,629.00,1100,0
3224,9858元大龍潭,630.00,607,10 
3225,9858元大龍潭,631.00,551,71
3226,9858元大龍潭,632.00,3171,1100 
3227,9859元大經國,628.00,5000,0
3228,9859元大經國,629.00,30,0 
3229,9859元大經國,630.00,53,1000
3230,9859元大經國,631.00,10,4350 
3231,9859元大經國,632.00,3180,2125
3232,9859元大經國,633.00,0,346 
3233,9859元大經國,635.00,0,2000
3234,985C元大鳳中,629.00,1,0 
3235,985C元大鳳中,630.00,3,38
3236,985C元大鳳中,631.00,60,230 
3237,985C元大鳳中,632.00,110,1410
3238,985C元大鳳中,633.00,3500,0 
3239,9862元大南京,629.00,120,1000
3240,9862元大南京,630.00,123,1080 
3241,9862元大南京,631.00,18,1150
3242,9862元大南京,632.00,3109,185730 
3243,9862元大南京,633.00,50,20
3244,9862元大南京,635.00,0,7000 
3245,9863元大和平,629.00,225,1000
3246,9863元大和平,630.00,0,10 
3247,9863元大和平,631.00,220,101
3248,9863元大和平,632.00,1001,2300 
3249,9863元大和平,633.00,0,25
3250,9863元大和平,635.00,0,1000 
3251,9867元大民權,629.00,10117,0
3252,9867元大民權,630.00,88,5 
3253,9867元大民權,631.00,5051,1075
3254,9867元大民權,632.00,197,10 
3255,9867元大民權,633.00,100,0
3256,9868元大文心,629.00,10,0 
3257,9868元大文心,630.00,1285,30
3258,9868元大文心,631.00,1020,50 
3259,9868元大文心,632.00,1005,0
3260,9868元大文心,635.00,1000,0 
3261,9869元大新盛,629.00,20,10
3262,9869元大新盛,630.00,121,200 
3263,9869元大新盛,631.00,1010,1040
3264,9869元大新盛,632.00,305,9000 
3265,9869元大新盛,633.00,5,0
3266,986K元大基孝,628.00,1000,0 
3267,986K元大基孝,629.00,10,0
3268,986K元大基孝,630.00,15,0 
3269,986K元大基孝,631.00,5,4118
3270,986K元大基孝,632.00,50,410 
3271,9871元大忠孝,629.00,3117,0
3272,9871元大忠孝,630.00,6003,650 
3273,9871元大忠孝,631.00,10013,200
3274,9871元大忠孝,632.00,13334,3700 
3275,9871元大忠孝,633.00,0,1000
3276,9872元大復北,628.00,1000,0 
3277,9872元大復北,629.00,226,0
3278,9872元大復北,630.00,348,4055 
3279,9872元大復北,631.00,1,300
3280,9872元大復北,632.00,16101,2060 
3281,9872元大復北,633.00,36,100
3282,9873元大西門,630.00,3,32 
3283,9873元大西門,631.00,8,113
3284,9873元大西門,632.00,0,2 
3285,9873元大西門,633.00,11,1000
3286,9873元大西門,635.00,0,1000 
3287,9874元大雙和,629.00,116,0
3288,9874元大雙和,630.00,350,40 
3289,9874元大雙和,631.00,1006,203
3290,9874元大雙和,632.00,1349,400 
3291,9874元大雙和,633.00,258,0
3292,9874元大雙和,635.00,2000,0 
3293,9875元大永寧,629.00,400,20
3294,9875元大永寧,630.00,215,1003 
3295,9875元大永寧,631.00,6,100
3296,9875元大永寧,632.00,100,1315 
3297,9875元大永寧,633.00,21,3000
3298,9875元大永寧,635.00,0,2000 
3299,9878元大金華,629.00,1100,0
3300,9878元大金華,630.00,100,687 
3301,9878元大金華,631.00,1100,68
3302,9878元大金華,632.00,1000,4294 
3303,9878元大金華,633.00,1010,2000
3304,9878元大金華,635.00,0,3000 
3305,9879元大板三,629.00,1000,0
