序號,券商,價格,買進股數,賣出股數
3306,9879元大板三,630.00,22,250 
3307,9879元大板三,631.00,230,161
3308,9879元大板三,632.00,1130,1136 
3309,9879元大板三,633.00,75,1000
3310,987A元大楊梅,629.00,50,0 
3311,987A元大楊梅,630.00,69,29
3312,987A元大楊梅,631.00,1162,50 
3313,987A元大楊梅,632.00,135,287
3314,987A元大楊梅,633.00,0,629 
3315,9884元大斗信,628.00,1000,0
3316,9884元大斗信,629.00,0,50 
3317,9884元大斗信,630.00,2237,266
3318,9884元大斗信,631.00,3,300 
3319,9884元大斗信,632.00,50,1155
3320,9888元大鑫永,629.00,200,20 
3321,9888元大鑫永,630.00,210,30
3322,9888元大鑫永,631.00,100,0 
3323,9888元大鑫永,632.00,320,136
3324,9888元大鑫永,633.00,150,1000 
3325,9889元大員林,630.00,1214,0
3326,9889元大員林,631.00,1001,10 
3327,9889元大員林,632.00,1001,1160
3328,9889元大員林,633.00,0,10 
3329,988B元大桃園,628.00,1000,0
3330,988B元大桃園,629.00,200,0 
3331,988B元大桃園,630.00,300,0
3332,988B元大桃園,631.00,100,22 
3333,988B元大桃園,632.00,1130,975
3334,988C元大三重,630.00,0,447 
3335,988C元大三重,632.00,0,12
3336,988C元大三重,633.00,300,100 
3337,988V元大長庚,628.00,1000,0
3338,988V元大長庚,629.00,350,0 
3339,988V元大長庚,630.00,31,0
3340,988V元大長庚,631.00,30,0 
3341,988V元大長庚,632.00,0,1020
3342,9891元大永和,630.00,180,100 
3343,9891元大永和,631.00,6075,386
3344,9891元大永和,632.00,70,80 
3345,9891元大永和,633.00,0,1000
3346,9892元大屏東,629.00,150,0 
3347,9892元大屏東,630.00,2055,2
3348,9892元大屏東,631.00,80,247 
3349,9892元大屏東,632.00,139,232
3350,9892元大屏東,633.00,50,0 
3351,9893元大大天,629.00,1000,0
3352,9893元大大天,630.00,2001,0 
3353,9893元大大天,631.00,2000,35
3354,9893元大大天,632.00,100,6020 
3355,9893元大大天,633.00,130,1000
3356,9893元大大天,635.00,0,1000 
3357,9894元大桃興,628.00,1000,0
3358,9894元大桃興,630.00,50,223 
3359,9894元大桃興,631.00,87,233
3360,9894元大桃興,632.00,2004,29 
3361,9894元大桃興,633.00,1000,0
3362,9894元大桃興,635.00,0,1000 
3363,9896元大台南,629.00,20,0
3364,9896元大台南,630.00,21,34 
3365,9896元大台南,631.00,1046,306
3366,9896元大台南,632.00,120,1157 
3367,9896元大台南,633.00,1000,50
3368,9897元大土城,629.00,15,0 
3369,9897元大土城,630.00,0,87
3370,9897元大土城,631.00,1010,413 
3371,9897元大土城,632.00,1000,453
3372,9897元大土城,633.00,5000,0 
3373,9897元大土城,635.00,0,6000
3374,9898元大新莊,629.00,57,0 
3375,9898元大新莊,630.00,1070,1154
3376,9898元大新莊,631.00,20,3349 
3377,9898元大新莊,632.00,2053,6320
3378,9898元大新莊,633.00,1005,200 
3379,9898元大新莊,635.00,0,8000
3380,9899元大淡水,629.00,144,1020 
3381,9899元大淡水,630.00,622,40
3382,9899元大淡水,631.00,1011,140 
3383,9899元大淡水,632.00,2025,420
3384,9899元大淡水,633.00,120,0 
3385,9899元大淡水,635.00,0,1000
3386,989a元大苑裡,629.00,11000,0 
3387,989a元大苑裡,630.00,21,0
3388,989a元大苑裡,631.00,10000,1011 
3389,989a元大苑裡,632.00,12,1454
3390,989a元大苑裡,633.00,0,10 
3391,989A元大北投,629.00,2000,0
3392,989A元大北投,630.00,1553,300 
3393,989A元大北投,631.00,1180,1007
3394,989A元大北投,632.00,3104,3020 
3395,989A元大北投,633.00,1000,2157
3396,989A元大北投,635.00,0,3000 
3397,989B元大中港,629.00,101,0
3398,989B元大中港,630.00,1180,50 
3399,989B元大中港,631.00,0,224
3400,989B元大中港,632.00,600,1206 
3401,989B元大中港,633.00,300,0
3402,989C元大板橋,629.00,0,1100 
3403,989C元大板橋,630.00,43,1340
3404,989C元大板橋,631.00,1365,1100 
3405,989C元大板橋,632.00,0,30
3406,989C元大板橋,633.00,5000,122 
3407,989C元大板橋,635.00,0,7000
3408,989d元大北屯,630.00,2,20 
3409,989d元大北屯,631.00,160,0
3410,989d元大北屯,632.00,21160,3030 
3411,989d元大北屯,633.00,1000,73
3412,989d元大北屯,635.00,0,3000 
3413,989D元大左營,628.00,1000,0
3414,989D元大左營,629.00,1107,0 
3415,989D元大左營,630.00,41,2200
3416,989D元大左營,631.00,85,0 
3417,989D元大左營,632.00,1300,1000
3418,989D元大左營,633.00,1000,1000 
3419,989D元大左營,635.00,0,1000
3420,989e元大中和,629.00,1000,0 
3421,989e元大中和,630.00,350,1
3422,989e元大中和,631.00,150,9 
3423,989e元大中和,632.00,815,1361
3424,989e元大中和,633.00,0,2000 
3425,989e元大中和,635.00,0,1000
3426,989E元大草屯,628.00,2000,0 
3427,989E元大草屯,630.00,80,1140
3428,989E元大草屯,631.00,1000,1338 
3429,989E元大草屯,632.00,6620,8307
3430,989E元大草屯,633.00,0,1000 
3431,989E元大草屯,635.00,1000,1000
3432,989f元大東港,629.00,100,0 
3433,989f元大東港,630.00,175,5
3434,989f元大東港,631.00,1000,100 
3435,989f元大東港,632.00,10,1090
3436,989F元大高雄,629.00,310,20 
3437,989F元大高雄,630.00,242,102
3438,989F元大高雄,631.00,1015,60 
3439,989F元大高雄,632.00,1085,275
3440,989F元大高雄,633.00,1000,12 
3441,989g元大嘉義,629.00,1013,30
3442,989g元大嘉義,630.00,13,1098 
3443,989g元大嘉義,631.00,310,1010
3444,989g元大嘉義,632.00,52,6503 
3445,989g元大嘉義,635.00,0,1000
3446,989G元大大同,629.00,51,0 
3447,989G元大大同,630.00,4604,637
3448,989G元大大同,631.00,1502,0 
3449,989G元大大同,632.00,1302,45
3450,989I元大蘆中,629.00,7,0 
3451,989I元大蘆中,630.00,0,1964
3452,989I元大蘆中,631.00,134,550 
3453,989I元大蘆中,632.00,55,4146
3454,989I元大蘆中,633.00,0,1000 
3455,989j元大樹林,629.00,60,100
3456,989j元大樹林,630.00,15,310 
3457,989j元大樹林,631.00,1080,110
3458,989j元大樹林,632.00,300,43 
3459,989j元大樹林,633.00,300,2000
3460,989J元大彰生,629.00,300,1 
3461,989J元大彰生,630.00,50,1008
3462,989J元大彰生,631.00,1092,2166 
3463,989J元大彰生,632.00,1106,1218
3464,989J元大彰生,635.00,0,1000 
3465,989k元大古亭,630.00,5,468
3466,989k元大古亭,631.00,8,284 
3467,989k元大古亭,632.00,10,5135
3468,989k元大古亭,635.00,0,2000 
3469,989L元大成功,629.00,10,305
3470,989L元大成功,630.00,1505,2211 
3471,989L元大成功,631.00,5015,2222
3472,989L元大成功,632.00,86,5290 
3473,989L元大成功,633.00,10,3000
3474,989L元大成功,635.00,0,2000 
3475,989m元大信義,628.00,2000,0
3476,989m元大信義,629.00,25,0 
3477,989m元大信義,630.00,300,0
3478,989m元大信義,631.00,2275,1035 
3479,989m元大信義,632.00,80,1210
3480,989m元大信義,633.00,205,110 
3481,989N元大內湖,628.00,1000,0
3482,989N元大內湖,629.00,5,0 
3483,989N元大內湖,630.00,211,219
3484,989N元大內湖,631.00,11103,276 
3485,989N元大內湖,632.00,0,1513
3486,989N元大內湖,633.00,1000,149 
3487,989N元大內湖,635.00,0,2000
3488,989P元大敦南,629.00,60,0 
3489,989P元大敦南,630.00,295,69
3490,989P元大敦南,631.00,130,100 
3491,989P元大敦南,632.00,100,575
3492,989P元大敦南,635.00,1000,0 
3493,989Q元大汐止,629.00,1325,1020
3494,989Q元大汐止,630.00,481,2350 
3495,989Q元大汐止,631.00,248,2320
3496,989Q元大汐止,632.00,260,610 
3497,989Q元大汐止,633.00,15,0
3498,989Q元大汐止,635.00,0,1000 
3499,989S元大鹿港,629.00,56,0
3500,989S元大鹿港,630.00,1000,100 
3501,989S元大鹿港,631.00,1004,30
3502,989S元大鹿港,632.00,4102,298 
3503,989S元大鹿港,633.00,0,5
3504,989S元大鹿港,635.00,0,1000 
3505,989U元大大甲,629.00,10,0
3506,989U元大大甲,630.00,100,0 
3507,989U元大大甲,631.00,2000,220
3508,989U元大大甲,632.00,596,1100 
3509,989U元大大甲,633.00,10,2000
3510,989U元大大甲,635.00,0,20000 
3511,989V元大北重,630.00,0,130
3512,989V元大北重,631.00,1000,120 
3513,989V元大北重,632.00,90,60
3514,989W元大站前,629.00,1000,0 
3515,989W元大站前,630.00,103,2006
3516,989W元大站前,631.00,3002,3396 
3517,989W元大站前,632.00,125,1009
3518,989W元大站前,635.00,0,2000 
3519,989X元大三民,630.00,0,370
3520,989X元大三民,631.00,0,170 
3521,989X元大三民,632.00,45,0
3522,989Y元大基隆,630.00,65,30 
3523,989Y元大基隆,631.00,1000,0
3524,989Y元大基隆,632.00,1500,3066 
3525,989Y元大基隆,633.00,12,1000
3526,989Z元大小港,629.00,4044,0 
3527,989Z元大小港,630.00,156,95
3528,989Z元大小港,631.00,25,81 
3529,989Z元大小港,632.00,0,1180
3530,989Z元大小港,635.00,1000,2000 
3531,9A00永豐金,628.00,2000,44000
3532,9A00永豐金,629.00,7715,127000 
3533,9A00永豐金,630.00,13825,192704
3534,9A00永豐金,631.00,16472,216283 
3535,9A00永豐金,632.00,23806,66143
3536,9A00永豐金,633.00,3131,122682 
3537,9A00永豐金,635.00,2000,10000
3538,9A61永豐鳳山,628.00,0,3000 
3539,9A61永豐鳳山,629.00,1000,0
3540,9A61永豐鳳山,630.00,10,0 
3541,9A61永豐鳳山,631.00,1050,690
3542,9A61永豐鳳山,632.00,5060,1165 
3543,9A61永豐鳳山,633.00,346,0
3544,9A69永豐屏東,630.00,100,23 
3545,9A69永豐屏東,631.00,0,22
3546,9A69永豐屏東,632.00,21,132 
3547,9A69永豐屏東,635.00,0,1000
3548,9A79永豐埔里,629.00,1000,0 
3549,9A79永豐埔里,630.00,15,59
3550,9A79永豐埔里,631.00,1405,47 
3551,9A79永豐埔里,632.00,3,265
3552,9A89永豐敦北,628.00,1000,0 
3553,9A89永豐敦北,629.00,43,0
3554,9A89永豐敦北,630.00,241,1216 
3555,9A89永豐敦北,631.00,2092,518
3556,9A89永豐敦北,632.00,1006,1310 
3557,9A89永豐敦北,633.00,15,791
3558,9A8F永豐敦南,629.00,2000,61000 
3559,9A8F永豐敦南,630.00,3240,3000
3560,9A8F永豐敦南,631.00,4162,340 
3561,9A8F永豐敦南,632.00,1292,13390
3562,9A8F永豐敦南,633.00,4000,2020 
3563,9A8F永豐敦南,635.00,0,3000
3564,9A91永豐松山,628.00,1000,0 
3565,9A91永豐松山,629.00,1000,0
3566,9A91永豐松山,630.00,270,70 
3567,9A91永豐松山,631.00,0,4000
3568,9A91永豐松山,632.00,7,1240 
3569,9A91永豐松山,633.00,0,32
3570,9A91永豐松山,635.00,0,9000 
3571,9A92永豐萬盛,629.00,110,0
3572,9A92永豐萬盛,630.00,847,23 
3573,9A92永豐萬盛,631.00,1055,2050
3574,9A92永豐萬盛,632.00,2252,1300 
3575,9A92永豐萬盛,633.00,2500,213
3576,9A97永豐新竹,629.00,20,0 
3577,9A97永豐新竹,630.00,530,109
3578,9A97永豐新竹,631.00,2300,1005 
3579,9A97永豐新竹,632.00,35,1000
3580,9A97永豐新竹,633.00,0,1015 
3581,9A97永豐新竹,635.00,0,1000
3582,9A98永豐大園,629.00,1120,200 
3583,9A98永豐大園,630.00,10,0
3584,9A98永豐大園,631.00,2000,45 
3585,9A98永豐大園,632.00,100,1100
3586,9A98永豐大園,633.00,10,1000 
3587,9A98永豐大園,635.00,0,2000
3588,9A99永豐中壢,629.00,10,0 
3589,9A99永豐中壢,630.00,24,0
3590,9A99永豐中壢,631.00,110,90 
3591,9A99永豐中壢,632.00,100,13044
3592,9A99永豐中壢,635.00,0,2000 
3593,9A9a永豐苓雅,629.00,50,0
3594,9A9a永豐苓雅,630.00,50,30 
3595,9A9a永豐苓雅,631.00,1207,2500
3596,9A9a永豐苓雅,632.00,2200,6103 
3597,9A9a永豐苓雅,633.00,0,151
3598,9A9a永豐苓雅,635.00,0,4000 
3599,9A9A永豐羅東,629.00,10,0
3600,9A9A永豐羅東,630.00,1000,244 
3601,9A9A永豐羅東,631.00,50,1040
3602,9A9A永豐羅東,632.00,0,1000 
3603,9A9A永豐羅東,635.00,0,1000
3604,9A9b永豐虎尾,630.00,0,30 
3605,9A9b永豐虎尾,632.00,100,0
3606,9A9b永豐虎尾,633.00,0,46 
3607,9A9B永豐中和,629.00,0,2000
3608,9A9B永豐中和,630.00,310,1145 
3609,9A9B永豐中和,631.00,12,180
3610,9A9B永豐中和,632.00,18,3180 
3611,9A9B永豐中和,633.00,0,100
3612,9A9c永豐永康,629.00,1100,0 
3613,9A9c永豐永康,630.00,1515,1204
3614,9A9c永豐永康,631.00,1103,1478 
3615,9A9c永豐永康,632.00,1000,164
3616,9A9C永豐員林,629.00,1,1000 
3617,9A9C永豐員林,630.00,1150,125
3618,9A9C永豐員林,631.00,0,1000 
3619,9A9C永豐員林,632.00,2020,1040
3620,9A9C永豐員林,635.00,0,2000 
3621,9A9d永豐古亭,628.00,0,1000
3622,9A9d永豐古亭,629.00,8,0 
3623,9A9d永豐古亭,630.00,25,100
3624,9A9d永豐古亭,631.00,0,1000 
3625,9A9d永豐古亭,632.00,3005,0
3626,9A9D永豐忠孝,630.00,125,0 
3627,9A9D永豐忠孝,631.00,0,100
3628,9A9D永豐忠孝,632.00,1140,1300 
3629,9A9D永豐忠孝,633.00,10,146
3630,9A9D永豐忠孝,635.00,0,1000 
3631,9A9e永豐高雄,630.00,115,260
3632,9A9e永豐高雄,631.00,5,1421 
3633,9A9e永豐高雄,632.00,501,1502
3634,9A9e永豐高雄,633.00,250,0 
3635,9A9e永豐高雄,635.00,0,1000
3636,9A9g永豐內湖,628.00,1000,0 
3637,9A9g永豐內湖,629.00,2020,0
3638,9A9g永豐內湖,630.00,1020,0 
3639,9A9g永豐內湖,631.00,3000,42
3640,9A9g永豐內湖,632.00,0,1100 
3641,9A9g永豐內湖,633.00,0,2000
3642,9A9g永豐內湖,635.00,0,2000 
3643,9A9G永豐天母,629.00,1200,30
3644,9A9G永豐天母,630.00,50,152 
3645,9A9G永豐天母,631.00,1060,3045
3646,9A9G永豐天母,632.00,10,2000 
3647,9A9G永豐天母,633.00,5000,0
3648,9A9G永豐天母,635.00,0,2000 
3649,9A9h永豐台南,628.00,1000,0
3650,9A9h永豐台南,629.00,115,0 
3651,9A9h永豐台南,630.00,1061,107
3652,9A9h永豐台南,631.00,31005,190 
3653,9A9h永豐台南,632.00,76,1370
3654,9A9h永豐台南,633.00,0,101 
3655,9A9h永豐台南,635.00,0,3000
3656,9A9H永豐新莊,630.00,100,250 
3657,9A9H永豐新莊,631.00,0,1000
3658,9A9H永豐新莊,632.00,52,14000 
3659,9A9H永豐新莊,633.00,10,0
3660,9A9H永豐新莊,635.00,0,1000 
3661,9A9i永豐新店,629.00,5,0
3662,9A9i永豐新店,630.00,1,4530 
3663,9A9i永豐新店,631.00,1134,2326
3664,9A9i永豐新店,632.00,3002,1042 
3665,9A9i永豐新店,633.00,2000,1
3666,9A9i永豐新店,635.00,0,1000 
3667,9A9j永豐嘉義,629.00,100,0
3668,9A9j永豐嘉義,631.00,0,1169 
3669,9A9j永豐嘉義,632.00,0,1000
3670,9A9j永豐嘉義,633.00,0,1055 
3671,9A9j永豐嘉義,635.00,0,2000
3672,9A9J永豐板新,629.00,1200,1219 
3673,9A9J永豐板新,630.00,200,8486
3674,9A9J永豐板新,631.00,0,2140 
3675,9A9J永豐板新,632.00,1228,1121
3676,9A9J永豐板新,633.00,0,2172 
3677,9A9J永豐板新,635.00,0,1000
3678,9A9K永豐三重,629.00,10,0 
3679,9A9K永豐三重,630.00,50,0
3680,9A9K永豐三重,631.00,2056,15 
3681,9A9K永豐三重,632.00,0,1005
3682,9A9K永豐三重,633.00,0,10 
3683,9A9K永豐三重,635.00,0,1000
3684,9A9L永豐台中,629.00,2100,0 
3685,9A9L永豐台中,630.00,5055,0
3686,9A9L永豐台中,631.00,1000,2 
3687,9A9L永豐台中,632.00,3022,568
3688,9A9L永豐台中,633.00,1000,0 
3689,9A9L永豐台中,635.00,0,6000
3690,9A9M永豐南投,629.00,124,0 
3691,9A9M永豐南投,630.00,164,154
3692,9A9M永豐南投,631.00,0,24 
3693,9A9N永豐桃盛,629.00,500,668
3694,9A9N永豐桃盛,630.00,250,2 
3695,9A9N永豐桃盛,631.00,1000,0
3696,9A9N永豐桃盛,632.00,3050,207 
3697,9A9P永豐竹北,628.00,2000,0
3698,9A9P永豐竹北,629.00,1000,0 
3699,9A9P永豐竹北,630.00,2,66
3700,9A9P永豐竹北,631.00,7010,2275 
3701,9A9P永豐竹北,632.00,1210,4105
3702,9A9P永豐竹北,633.00,0,2 
3703,9A9q永豐潮州,628.00,0,1000
3704,9A9q永豐潮州,629.00,1430,0 
3705,9A9q永豐潮州,630.00,100,0
3706,9A9q永豐潮州,631.00,1200,40 
3707,9A9q永豐潮州,632.00,2300,1020
3708,9A9q永豐潮州,633.00,0,1000 
3709,9A9Q永豐豐原,630.00,120,377
3710,9A9Q永豐豐原,631.00,0,271 
3711,9A9Q永豐豐原,632.00,50,0
3712,9A9Q永豐豐原,633.00,50,0 
3713,9A9r永豐北高,629.00,1022,2000
3714,9A9r永豐北高,630.00,10,0 
3715,9A9r永豐北高,631.00,1000,0
3716,9A9r永豐北高,632.00,0,50 
3717,9A9r永豐北高,635.00,0,1000
3718,9A9R永豐信義,629.00,2,0 
3719,9A9R永豐信義,630.00,25,0
3720,9A9R永豐信義,631.00,10,0 
3721,9A9R永豐信義,632.00,20,200
3722,9A9R永豐信義,633.00,0,2000 
3723,9A9s永豐彰化,628.00,2000,0
3724,9A9s永豐彰化,629.00,10,0 
3725,9A9s永豐彰化,630.00,110,0
3726,9A9s永豐彰化,631.00,30,0 
3727,9A9s永豐彰化,632.00,2,17
3728,9A9s永豐彰化,633.00,0,2100 
3729,9A9S永豐南京,629.00,1000,1000
3730,9A9S永豐南京,630.00,1103,5000 
3731,9A9S永豐南京,631.00,0,99
3732,9A9S永豐南京,632.00,1010,52 
3733,9A9U永豐中正,628.00,1000,0
3734,9A9U永豐中正,629.00,1000,0 
3735,9A9U永豐中正,630.00,452,1077
3736,9A9U永豐中正,631.00,110,2070 
3737,9A9U永豐中正,632.00,150,150
3738,9A9U永豐中正,633.00,400,2100 
3739,9A9U永豐中正,635.00,0,1000
3740,9A9W永豐市政,629.00,2018,0 
3741,9A9W永豐市政,630.00,160,825
3742,9A9W永豐市政,631.00,92177,3691 
3743,9A9W永豐市政,632.00,21,7424
3744,9A9W永豐市政,633.00,2000,3000 
3745,9A9W永豐市政,635.00,0,1000
3746,9A9x永豐桃園,629.00,10,0 
3747,9A9x永豐桃園,631.00,500,1000
3748,9A9x永豐桃園,632.00,100,3200 
3749,9A9x永豐桃園,633.00,50,1000
3750,9A9X永豐竹科,629.00,4014,1000 
3751,9A9X永豐竹科,630.00,1223,50
3752,9A9X永豐竹科,631.00,290,1690 
3753,9A9X永豐竹科,632.00,5071,16413
3754,9A9X永豐竹科,633.00,1065,100 
3755,9A9Y永豐板盛,629.00,5,0
3756,9A9Y永豐板盛,630.00,1,320 
3757,9A9Y永豐板盛,631.00,4150,48
3758,9A9Y永豐板盛,632.00,30,3105 
3759,9A9Y永豐板盛,633.00,20,0
3760,9A9Z永豐復興,628.00,1000,0 
3761,9A9Z永豐復興,629.00,1000,0
3762,9A9Z永豐復興,630.00,160,5 
3763,9A9Z永豐復興,631.00,30,1300
3764,9A9Z永豐復興,632.00,100,1000 
3765,9A9Z永豐復興,633.00,25,0
3766,9A9Z永豐復興,635.00,0,1000 
,,,,
,,,,
